case,phase,bucket_start,price_close,price_trade_count,tvl_token_close,volume_turnover,net_lp_flow_ratio,withdrawal_ratio,liquidity_removed_token,net_lp_flow_token,future_24h_log_return,gross_lp_activity_ratio,actual_transfer_net_ratio,actual_transfer_net_token
CEL,incident_preceding,2022-05-14 23:00:00+00:00,0.0003745799506,54,1257955.699,0.1492236665,0,0,0,0,0.1550282058,0,0.001054869592,1325.5809
CEL,incident_preceding,2022-05-15 00:00:00+00:00,0.000360839069,21,1263256.686,0.03154380518,0,0,0,0,0.1671911633,0,0.00421396962,5300.9871
CEL,incident_preceding,2022-05-15 01:00:00+00:00,0.0003703518643,30,1261040.731,0.04333044843,0,0,0,0,0.1432027557,0,-0.001754160911,-2215.9555
CEL,incident_preceding,2022-05-15 02:00:00+00:00,0.0003672164907,13,1263536.049,0.01028086102,0,0,0,0,0.1462894391,0,0.001978776925,2495.3183
CEL,incident_preceding,2022-05-15 03:00:00+00:00,0.0003502105863,12,1267258.306,0.008471746736,0,0,0,0,0.1686241777,0,0.002945904869,3722.257
CEL,incident_preceding,2022-05-15 04:00:00+00:00,0.0003425393412,17,1268885.654,0.0182172755,0,0,0,0,0.1817651331,0,0.001284148379,1627.3477
CEL,incident_preceding,2022-05-15 05:00:00+00:00,0.0003456211131,16,1268824.268,0.021581405,0,0,0,0,0.1754913839,0,-4.837803928e-05,-61.3862
CEL,incident_preceding,2022-05-15 06:00:00+00:00,0.0003407361305,32,1269277.864,0.0444672023,0,0,0,0,0.195552336,0,0.0003574931624,453.596
CEL,incident_preceding,2022-05-15 07:00:00+00:00,0.000349007688,39,1268553.647,0.06594748557,0,0,0,0,0.1618149439,0,-0.0005705735684,-724.2164
CEL,incident_preceding,2022-05-15 08:00:00+00:00,0.0003430344806,16,1270405.591,0.02539699402,0,0,0,0,0.1720503909,0,0.001459885913,1851.9436
CEL,incident_preceding,2022-05-15 09:00:00+00:00,0.0003444757005,12,1269657.623,0.01538936371,0,0,0,0,0.1755111083,0,-0.0005887629158,-747.9677
CEL,incident_preceding,2022-05-15 10:00:00+00:00,0.0003363778735,5,1272321.739,0.003712892841,0,0,0,0,0.2037949088,0,0.00209829473,2664.1159
CEL,incident_preceding,2022-05-15 11:00:00+00:00,0.0003312397858,8,1274187.7,0.009266248181,0,0,0,0,0.222970502,0,0.001466579359,1865.9608
CEL,incident_preceding,2022-05-15 12:00:00+00:00,0.0003460558535,15,1267380.841,0.01206999942,0.0003810069741,0.02327159272,29652.3772,485.4744,0.1647795782,0.04692419241,-0.00534211655,-6806.8592
CEL,incident_preceding,2022-05-15 13:00:00+00:00,0.0003404896435,21,1267655.961,0.05883433164,0,0,0,0,0.1797817858,0,0.0002170778437,275.1203
CEL,incident_preceding,2022-05-15 14:00:00+00:00,0.0003432053372,2,1269528.181,0.001476914682,0,0,0,0,0.1720399384,0,0.001476914682,1872.2197
CEL,incident_preceding,2022-05-15 15:00:00+00:00,0.0003447904512,6,1266816.955,0.002533396146,0,0,0,0,0.1803824474,0,-0.002135617028,-2711.226
CEL,incident_preceding,2022-05-15 16:00:00+00:00,0.00036095307,8,1261595.763,0.009828962072,0,0,0,0,0.1275272219,0,-0.0041215042,-5221.1914
CEL,incident_preceding,2022-05-15 17:00:00+00:00,0.0004087588122,17,1252277.315,0.03930048209,0.0006665989412,0.002634207245,3323.3047,840.9784,0.02005389832,0.005935013431,-0.007386239532,-9318.4485
CEL,incident_preceding,2022-05-15 18:00:00+00:00,0.0003791760511,9,1250154.432,0.01002160796,0,0,0,0,0.07422260978,0,-0.001695217884,-2122.8829
CEL,incident_preceding,2022-05-15 19:00:00+00:00,0.0003919488883,18,1243239.893,0.03094756385,0,0,0,0,0.07221778024,0,-0.005530947636,-6914.5387
CEL,incident_preceding,2022-05-15 20:00:00+00:00,0.0004310356034,36,1227514.159,0.05569746988,0,0,0,0,0.00384473203,0,-0.01264899388,-15725.7338
CEL,incident_preceding,2022-05-15 21:00:00+00:00,0.0004289999759,15,1228491.749,0.02697854143,0,0,0,0,-0.0129022325,0,0.0007963978195,977.5896
CEL,incident_preceding,2022-05-15 22:00:00+00:00,0.0004529167841,20,1218252.873,0.02682792223,0,0,0,0,-0.06374745382,0,-0.00833450962,-10238.8763
CEL,incident_preceding,2022-05-15 23:00:00+00:00,0.0004373935983,12,1224616.974,0.006086552116,0,0,0,0,,0,0.005223957803,6364.1016
CEL,incident_preceding,2022-05-16 00:00:00+00:00,0.0004265046332,12,1230198.63,0.01420437914,0,0,0,0,-0.03377351444,0,0.004557878681,5581.6556
CEL,incident_preceding,2022-05-16 01:00:00+00:00,0.0004273726264,27,1230371.142,0.06470487266,0,0,0,0,-0.03544580549,0,0.0001402308504,172.5118
CEL,incident_preceding,2022-05-16 02:00:00+00:00,0.0004250645358,48,1229265.709,0.0887433797,0,0,0,0,-0.01532006601,0,-0.0008984544277,-1105.4324
CEL,incident_preceding,2022-05-16 03:00:00+00:00,0.0004145355871,10,1236849.091,0.01395867734,0,0,0,0,-0.01727118923,0,0.006169033873,7583.3818
CEL,incident_preceding,2022-05-16 04:00:00+00:00,0.0004108185566,3,1236777.065,0.0001998811349,0,0,0,0,-0.008553361148,0,-5.823329662e-05,-72.0258
CEL,incident_preceding,2022-05-16 05:00:00+00:00,0.0004119222055,3,1237212.208,0.0006266387223,0,0,0,0,-0.01899758386,0,0.000351835761,435.1424
CEL,incident_preceding,2022-05-16 06:00:00+00:00,0.0004143291486,2,1235582.143,0.002527679068,0,0,0,0,,0,-0.001317530323,-1630.0646
CEL,incident_preceding,2022-05-16 07:00:00+00:00,0.0004103083271,3,1237141.65,0.001262163595,0,0,0,0,-0.01777887153,0,0.001262163595,1559.5068
CEL,incident_preceding,2022-05-16 08:00:00+00:00,0.0004074349792,6,1237790.153,0.006022308844,0,0,0,0,-0.01463508316,0,0.0005241943799,648.5027
CEL,incident_preceding,2022-05-16 09:00:00+00:00,0.0004105651646,7,1237151.227,0.004140863125,0,0,0,0,0.01222547221,0,-0.0005161821644,-638.9252
CEL,incident_preceding,2022-05-16 10:00:00+00:00,0.0004124149738,1,1237042.114,8.819730166e-05,0,0,0,0,-0.003215994426,0,-8.819730166e-05,-109.1134
CEL,incident_preceding,2022-05-16 11:00:00+00:00,0.0004139780874,7,1234663.697,0.005853834658,0,0,0,0,-0.01010591179,0,-0.001922664534,-2378.417
CEL,incident_preceding,2022-05-16 12:00:00+00:00,0.0004080459402,33,1238600.39,0.03397732079,0,0,0,0,0.02371647008,0,0.003188473679,3936.6927
CEL,incident_preceding,2022-05-16 13:00:00+00:00,0.00040755117,4,1238309.688,0.0007626741505,0,0,0,0,,0,-0.000234701444,-290.7013
CEL,incident_preceding,2022-05-16 14:00:00+00:00,0.0004076336511,7,1237959.014,0.003314213672,0,0,0,0,0.01216549573,0,-0.0002831882067,-350.6747
CEL,incident_preceding,2022-05-16 15:00:00+00:00,0.0004129470151,10,1236899.676,0.01037607963,0,0,0,0,0.00659937516,0,-0.0008557133058,-1059.338
CEL,incident_preceding,2022-05-16 16:00:00+00:00,0.0004100483878,10,1236689.669,0.01087826658,0,0,0,0,-0.0002615820091,0,-0.0001697849908,-210.007
CEL,incident_preceding,2022-05-16 17:00:00+00:00,0.000417038765,7,1228175.091,0.01084312285,-0.003007949685,0.006159898957,7617.8834,-3719.9003,-0.02935744766,0.009311848228,-0.006884975443,-8514.578
CEL,incident_preceding,2022-05-16 18:00:00+00:00,0.0004083902539,10,1233597.116,0.0048828691,0,0,0,0,,0,0.004414700348,5422.025
CEL,incident_preceding,2022-05-16 19:00:00+00:00,0.0004213017086,17,1227886.298,0.04138587052,0,0,0,0,-0.01437257721,0,-0.004629402928,-5710.8181
CEL,incident_preceding,2022-05-16 20:00:00+00:00,0.0004326960097,33,1222573.694,0.06528879438,0,0,0,0,-0.07073394376,0,-0.004326624876,-5312.6034
CEL,incident_preceding,2022-05-16 21:00:00+00:00,0.0004235004727,6,1226630.337,0.003318117116,0,0,0,0,-0.03943699837,0,0.003318117116,4056.6427
CEL,incident_preceding,2022-05-16 22:00:00+00:00,0.0004249455127,3,1226786.939,0.0002227525211,0,0,0,0,-0.05665544102,0,0.0001276687811,156.6024
CEL,incident_preceding,2022-05-16 23:00:00+00:00,0.0004249455127,0,1226786.939,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-17 00:00:00+00:00,0.0004123406036,7,1233774.715,0.01107063465,0,0,0,0,0.002264234834,0,0.005695998039,6987.776
CEL,incident_preceding,2022-05-17 01:00:00+00:00,0.0004124893918,3,1233083.413,0.001221416423,0,0,0,0,-0.01428169752,0,-0.0005603151786,-691.3027
CEL,incident_preceding,2022-05-17 02:00:00+00:00,0.0004186021475,11,1230022.727,0.02387733749,0,0,0,0,-0.02991941916,0,-0.002482140274,-3060.686
CEL,incident_preceding,2022-05-17 03:00:00+00:00,0.0004074375368,5,1235332.255,0.0101724605,0,0,0,0,-0.0005388569876,0,0.004316609836,5309.5282
CEL,incident_preceding,2022-05-17 04:00:00+00:00,0.0004073196621,1,1236223.043,0.0007210921568,0,0,0,0,,0,0.0007210921568,890.7884
CEL,incident_preceding,2022-05-17 05:00:00+00:00,0.0004041705435,2,1235967.132,0.0002757827577,0,0,0,0,,0,-0.0002070105402,-255.9112
CEL,incident_preceding,2022-05-17 06:00:00+00:00,0.0004041705435,0,1235967.132,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-17 07:00:00+00:00,0.0004030779723,2,1236326.607,0.0002908451129,0,0,0,0,,0,0.0002908451129,359.475
CEL,incident_preceding,2022-05-17 08:00:00+00:00,0.0004015155557,5,1237385.46,0.00884972186,0,0,0,0,,0,0.000856451195,1058.8534
CEL,incident_preceding,2022-05-17 09:00:00+00:00,0.000415615325,10,1232175.605,0.02127461146,0,0,0,0,-0.02410248793,0,-0.004210374105,-5209.8557
CEL,incident_preceding,2022-05-17 10:00:00+00:00,0.00041109078,4,1232560.4,0.006581606201,0,0,0,0,-0.01717947744,0,0.000312289416,384.7954
CEL,incident_preceding,2022-05-17 11:00:00+00:00,0.00040981553,1,1233861.203,0.001055366049,0,0,0,0,-0.006724789789,0,0.001055366049,1300.8024
CEL,incident_preceding,2022-05-17 12:00:00+00:00,0.0004178390191,5,1231698.757,0.004049060129,0,0,0,0,-0.05753781252,0,-0.001752584323,-2162.4458
CEL,incident_preceding,2022-05-17 13:00:00+00:00,0.0004178390191,0,1231698.757,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-17 14:00:00+00:00,0.000412623004,1,1231785.669,7.056278942e-05,0,0,0,0,,0,7.056278942e-05,86.9121
CEL,incident_preceding,2022-05-17 15:00:00+00:00,0.0004156812195,1,1232181.669,0.0003214845001,0,0,0,0,-0.04139498423,0,0.0003214845001,396
CEL,incident_preceding,2022-05-17 16:00:00+00:00,0.0004099411406,18,1234676.915,0.02492522943,0,0,0,0,-0.04159902504,0,0.002025063968,2495.2467
CEL,incident_preceding,2022-05-17 17:00:00+00:00,0.0004049735399,5,1235054.765,0.00634321206,0,0,0,0,-0.01215471537,0,0.000306031072,377.8495
CEL,incident_preceding,2022-05-17 18:00:00+00:00,0.0004049735399,0,1235054.765,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-17 19:00:00+00:00,0.0004152898239,5,1231804.833,0.005967598206,0,0,0,0,-0.04034647946,0,-0.002631407199,-3249.932
CEL,incident_preceding,2022-05-17 20:00:00+00:00,0.0004031470894,5,1236714.289,0.006164361266,0,0,0,0,-0.0311278433,0,0.003985579589,4909.4562
CEL,incident_preceding,2022-05-17 21:00:00+00:00,0.0004071239285,1,1235903.725,0.0006554173483,0,0,0,0,-0.05171188683,0,-0.0006554173483,-810.564
CEL,incident_preceding,2022-05-17 22:00:00+00:00,0.0004015393412,4,1238608.065,0.002666599293,0,0,0,0,-0.02753014957,0,0.002188147786,2704.34
CEL,incident_preceding,2022-05-17 23:00:00+00:00,0.0004018073294,1,1238558.29,4.018631995e-05,0,0,0,0,-0.02047458933,0,-4.018631995e-05,-49.7751
CEL,incident_preceding,2022-05-18 00:00:00+00:00,0.0004132752974,19,1232756.935,0.03497417041,0,0,0,0,-0.04814196105,0,-0.004683958233,-5801.3553
CEL,incident_preceding,2022-05-18 01:00:00+00:00,0.0004066402106,6,1237250.187,0.01236896672,0,0,0,0,-0.02119539505,0,0.003644880976,4493.2523
CEL,incident_preceding,2022-05-18 02:00:00+00:00,0.0004062633201,4,1236849.964,0.0007975573658,0,0,0,0,-0.007406248447,0,-0.0003234781487,-400.2234
CEL,incident_preceding,2022-05-18 03:00:00+00:00,0.0004072180454,1,1235692.184,0.0009360714185,0,0,0,0,0.02535840217,0,-0.0009360714185,-1157.7799
CEL,incident_preceding,2022-05-18 04:00:00+00:00,0.0004072180454,0,1235692.184,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-18 05:00:00+00:00,0.0004072180454,0,1235692.184,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-18 06:00:00+00:00,0.0004064145365,2,1235299.986,0.0006657054328,0,0,0,0,0.03050268733,0,-0.000317390856,-392.1974
CEL,incident_preceding,2022-05-18 07:00:00+00:00,0.0004064145365,0,1235299.986,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-18 08:00:00+00:00,0.0004064145365,0,1235299.986,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-18 09:00:00+00:00,0.0004057177193,3,1236567.839,0.001026352072,0,0,0,0,0.02819611893,0,0.001026352072,1267.8527
CEL,incident_preceding,2022-05-18 10:00:00+00:00,0.0004040887728,1,1237275.03,0.0005718979401,0,0,0,0,0.01812462139,0,0.0005718979401,707.1906
CEL,incident_preceding,2022-05-18 11:00:00+00:00,0.0004070688525,4,1235324.701,0.00410488879,0,0,0,0,,0,-0.001576309675,-1950.3286
CEL,incident_preceding,2022-05-18 12:00:00+00:00,0.0003944760482,5,1240325.764,0.007968552714,4.651497695e-05,0.003139208903,3877.9423,57.4611,0.03554496314,0.006324932783,0.00404837918,5001.0628
CEL,incident_preceding,2022-05-18 13:00:00+00:00,0.0004007999876,3,1239352.331,0.001363965943,0,0,0,0,0.01424968331,0,-0.0007848201886,-973.4327
CEL,incident_preceding,2022-05-18 14:00:00+00:00,0.0004007999876,0,1239352.331,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-18 15:00:00+00:00,0.0003988253824,4,1238859.363,0.002133338707,0,0,0,0,0.01624091745,0,-0.0003977628376,-492.9683
CEL,incident_preceding,2022-05-18 16:00:00+00:00,0.0003932378184,3,1242225.272,0.002716941891,0,0,0,0,0.02843866957,0,0.002716941891,3365.9089
CEL,incident_preceding,2022-05-18 17:00:00+00:00,0.0004000809958,4,1240120.054,0.006376524274,0,0,0,0,0.004286535764,0,-0.001694715321,-2105.2182
CEL,incident_preceding,2022-05-18 18:00:00+00:00,0.0004000809958,0,1240120.054,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-18 19:00:00+00:00,0.0003988678535,2,1238849.459,0.001024573465,0,0,0,0,0.01676941451,0,-0.001024573465,-1270.5941
CEL,incident_preceding,2022-05-18 20:00:00+00:00,0.0003907912923,3,1243691.348,0.00586592862,0,0,0,0,0.05301673698,0,0.003908374874,4841.8881
CEL,incident_preceding,2022-05-18 21:00:00+00:00,0.0003866058679,3,1244380.624,0.0006566954105,0,0,0,0,0.07601361756,0,0.0005542185377,689.2768
CEL,incident_preceding,2022-05-18 22:00:00+00:00,0.0003906356814,2,1243608.899,0.0006201679654,0,0,0,0,0.06833212905,0,-0.0006201679654,-771.725
CEL,incident_preceding,2022-05-18 23:00:00+00:00,0.000393664138,2,1242473.193,0.001111525497,0,0,0,0,0.05625605841,0,-0.0009132343782,-1135.7064
CEL,incident_preceding,2022-05-19 00:00:00+00:00,0.0003938507339,1,1242522.812,3.993542901e-05,0,0,0,0,0.05344805048,0,3.993542901e-05,49.6187
CEL,incident_preceding,2022-05-19 01:00:00+00:00,0.0003981120093,3,1240458.771,0.002904345631,0,0,0,0,0.02047235595,0,-0.001661168938,-2064.0403
CEL,incident_preceding,2022-05-19 02:00:00+00:00,0.0004032655479,5,1237220.615,0.008751606059,0,0,0,0,0.03047300409,0,-0.002610450806,-3238.1566
CEL,incident_preceding,2022-05-19 03:00:00+00:00,0.0004176764887,13,1239811.894,0.01686003947,0.007933720941,0,0,9815.7631,-0.01918807457,0.007933720941,0.002094435438,2591.2787
CEL,incident_preceding,2022-05-19 04:00:00+00:00,0.0004153405517,2,1242786.338,0.002399109426,0,0,0,0,-0.008582762469,0,0.002399109426,2974.4444
CEL,incident_preceding,2022-05-19 05:00:00+00:00,0.0004142560641,3,1242480.528,0.0006487461886,0,0,0,0,-0.0127883751,0,-0.000246067639,-305.8095
CEL,incident_preceding,2022-05-19 06:00:00+00:00,0.000419002276,1,1241480.528,0.0008048415868,0,0,0,0,-0.02985001151,0,-0.0008048415868,-1000
CEL,incident_preceding,2022-05-19 07:00:00+00:00,0.0004186195106,1,1241559.244,6.340494128e-05,0,0,0,0,-0.03023084138,0,6.340494128e-05,78.716
CEL,incident_preceding,2022-05-19 08:00:00+00:00,0.0004181431722,1,1241687.005,0.0001029035872,0,0,0,0,-0.03628049825,0,0.0001029035872,127.7609
CEL,incident_preceding,2022-05-19 09:00:00+00:00,0.0004173201879,2,1241823.541,0.0001099595143,0,0,0,0,-0.01507338223,0,0.0001099595143,136.5353
CEL,incident_preceding,2022-05-19 10:00:00+00:00,0.0004114795036,2,1243017.668,0.002957736651,0,0,0,0,0.005003479094,0,0.0009615916923,1194.1272
CEL,incident_preceding,2022-05-19 11:00:00+00:00,0.0004114795036,0,1243017.668,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-19 12:00:00+00:00,0.0004087498631,4,1248122.805,0.00433144495,0,0,0,0,0.004167080275,0,0.004107051358,5105.1374
CEL,incident_preceding,2022-05-19 13:00:00+00:00,0.0004065521464,1,1248131.908,7.293272715e-06,0,0,0,0,-0.005676490402,0,7.293272715e-06,9.1029
CEL,incident_preceding,2022-05-19 14:00:00+00:00,0.0004064136674,1,1248185.533,4.296404863e-05,0,0,0,0,-0.04989016246,0,4.296404863e-05,53.6248
CEL,incident_preceding,2022-05-19 15:00:00+00:00,0.000405355557,3,1250542.173,0.004048120145,0,0,0,0,-0.03740663934,0,0.001888052648,2356.64
CEL,incident_preceding,2022-05-19 16:00:00+00:00,0.0004045815141,1,1250421.06,9.684823321e-05,0,0,0,0,-0.02723802036,0,-9.684823321e-05,-121.1128
CEL,incident_preceding,2022-05-19 17:00:00+00:00,0.0004017996382,3,1253047.874,0.002100743569,0,0,0,0,-0.01991940452,0,0.002100743569,2626.814
CEL,incident_preceding,2022-05-19 18:00:00+00:00,0.000405286412,6,1251120.157,0.003019287354,0,0,0,0,-0.02526057049,0,-0.001538422146,-1927.7166
CEL,incident_preceding,2022-05-19 19:00:00+00:00,0.0004056130321,4,1249720.322,0.003686271596,0,0,0,0,-0.02368160489,0,-0.001118866075,-1399.8359
CEL,incident_preceding,2022-05-19 20:00:00+00:00,0.0004120688204,10,1245749.986,0.02641184754,0,0,0,0,-0.04702333211,0,-0.003176979626,-3970.336
CEL,incident_preceding,2022-05-19 21:00:00+00:00,0.0004171389428,5,1240614.355,0.007504844558,0,0,0,0,,0,-0.004122521099,-5135.6306
CEL,incident_preceding,2022-05-19 22:00:00+00:00,0.0004182617755,6,1242905.077,0.005167499936,0,0,0,0,-0.05461010211,0,0.001846441959,2290.7224
CEL,incident_preceding,2022-05-19 23:00:00+00:00,0.0004164449011,3,1242959.967,0.001089303459,0,0,0,0,,0,4.416234272e-05,54.8896
CEL,incident_preceding,2022-05-20 00:00:00+00:00,0.0004154740012,2,1242833.872,0.0001014471128,0,0,0,0,-0.02906503515,0,-0.0001014471128,-126.0947
CEL,incident_preceding,2022-05-20 01:00:00+00:00,0.0004063463001,7,1249486.368,0.00549042165,0,0,0,0,-0.01247208611,0,0.005352683048,6652.4958
CEL,incident_preceding,2022-05-20 02:00:00+00:00,0.000415743414,5,1244379.665,0.0070477033,0,0,0,0,-0.02956983418,0,-0.004087041628,-5106.7028
CEL,incident_preceding,2022-05-20 03:00:00+00:00,0.0004097384821,10,1247158.698,0.03006549339,0,0,0,0,-0.009902433121,0,0.002233267448,2779.0326
CEL,incident_preceding,2022-05-20 04:00:00+00:00,0.0004117910366,1,1247062.411,7.720484984e-05,0,0,0,0,-0.02854045011,0,-7.720484984e-05,-96.2867
CEL,incident_preceding,2022-05-20 05:00:00+00:00,0.0004089921324,1,1247308.274,0.0001971537253,0,0,0,0,-0.009234815568,0,0.0001971537253,245.863
CEL,incident_preceding,2022-05-20 06:00:00+00:00,0.00040667988,3,1248581.604,0.001020862065,0,0,0,0,-0.02010069133,0,0.001020862065,1273.3297
CEL,incident_preceding,2022-05-20 07:00:00+00:00,0.0004061536664,1,1249236.007,0.0005241168042,0,0,0,0,-0.02820466118,0,0.0005241168042,654.4026
CEL,incident_preceding,2022-05-20 08:00:00+00:00,0.0004032446271,1,1251836.007,0.002081272063,0,0,0,0,-0.01527039141,0,0.002081272063,2600
CEL,incident_preceding,2022-05-20 09:00:00+00:00,0.0004110769329,5,1246988.346,0.008644955604,0,0,0,0,-0.039844923,0,-0.003872440859,-4847.6609
CEL,incident_preceding,2022-05-20 10:00:00+00:00,0.0004135434919,5,1243334.202,0.01310826734,0,0,0,0,-0.05469799724,0,-0.002930374941,-3654.1434
CEL,incident_preceding,2022-05-20 11:00:00+00:00,0.0004072482028,3,1249643.633,0.005074605435,0,0,0,0,-0.03431400368,0,0.005074605435,6309.4305
CEL,incident_preceding,2022-05-20 12:00:00+00:00,0.0004104567104,2,1249417.997,0.0001805601966,0,0,0,0,-0.03871924798,0,-0.0001805601966,-225.6359
CEL,incident_preceding,2022-05-20 13:00:00+00:00,0.0004042508947,1,1251243.269,0.001460897958,0,0,0,0,-0.01240146851,0,0.001460897958,1825.2722
CEL,incident_preceding,2022-05-20 14:00:00+00:00,0.0003866351037,7,1264455.466,0.02622789374,0,0,0,0,0.03058874333,0,0.01055925496,13212.1967
CEL,incident_preceding,2022-05-20 15:00:00+00:00,0.0003904726628,8,1261540.268,0.01147969232,0,0,0,0,0.01146227913,0,-0.002305496697,-2915.1979
CEL,incident_preceding,2022-05-20 16:00:00+00:00,0.0003937102426,1,1259000.329,0.002013363398,0,0,0,0,,0,-0.002013363398,-2539.939
CEL,incident_preceding,2022-05-20 17:00:00+00:00,0.0003938752156,2,1259021.116,0.0001364467475,0,0,0,0,0.001053935589,0,1.651063906e-05,20.7869
CEL,incident_preceding,2022-05-20 18:00:00+00:00,0.00039517687,1,1258479.92,0.0004298542679,0,0,0,0,-0.009457619739,0,-0.0004298542679,-541.1956
CEL,incident_preceding,2022-05-20 19:00:00+00:00,0.0003961203097,1,1258252.716,0.0001805382004,0,0,0,0,-0.0101440143,0,-0.0001805382004,-227.2037
CEL,incident_preceding,2022-05-20 20:00:00+00:00,0.0003931404956,5,1257716.945,0.008853140593,0,0,0,0,-0.01528696242,0,-0.0004258058759,-535.7714
CEL,incident_preceding,2022-05-20 21:00:00+00:00,0.0003931404956,0,1257716.945,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-20 22:00:00+00:00,0.0003960329408,4,1257938.931,0.002296075768,0,0,0,0,-0.06126342373,0,0.0001764991725,221.986
CEL,incident_preceding,2022-05-20 23:00:00+00:00,0.0003960329408,0,1257938.931,0,0,0,0,0,,0,0,0
CEL,incident_preceding,2022-05-21 00:00:00+00:00,0.0004035720381,10,1252171.626,0.04883501924,0,0,0,0,-0.07361903961,0,-0.00458472614,-5767.3055
CEL,incident_preceding,2022-05-21 01:00:00+00:00,0.0004013097873,1,1253813.443,0.001311175694,0,0,0,0,0.01352199411,0,0.001311175694,1641.817
